Symbol,Date,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
CVX,2009-12-31,12110000000,0,19373000000,-19843000000,2900000000,371000000,-16572000000,1659000000,168000000,-5302000000,-3546000000,114000000,-631000000,-470000000,-0.011
DIS,2019-09-28,4160000000,711000000,5984000000,4876000000,0,0,-4220000000,-38881000000,0,-2895000000,-464000000,-98000000,1300000000,1108000000,0
DIS,2018-09-29,3011000000,393000000,14295000000,-4465000000,-1581000000,0,-5336000000,-2583000000,-3367000000,-2515000000,-8843000000,-25000000,91000000,9830000000,-0.0967
DIS,2017-09-30,2782000000,364000000,12343000000,-3623000000,-417000000,0,-4111000000,3703000000,-9092000000,-2445000000,-8959000000,31000000,-696000000,8720000000,-0.138
DIS,2016-10-01,2527000000,393000000,13136000000,-4773000000,-850000000,0,-5758000000,2940000000,-7240000000,-2313000000,-7220000000,-123000000,35000000,8363000000,-0.1047
DIS,2015-10-03,2354000000,410000000,11385000000,-4265000000,0,0,-4245000000,2705000000,-5766000000,-3063000000,-5801000000,-302000000,1037000000,7120000000,-0.0745
DIS,2014-09-27,2288000000,408000000,9780000000,-3311000000,-402000000,395000000,-3345000000,633000000,-6123000000,-1508000000,-6710000000,-235000000,-510000000,6469000000,-0.0746
DIS,2013-09-28,2192000000,402000000,9452000000,-2796000000,-2443000000,479000000,-4676000000,379000000,-3500000000,-1324000000,-4214000000,-18000000,544000000,6656000000,-0.0899
DIS,2012-09-29,1987000000,408000000,7966000000,-3784000000,-1088000000,110000000,-4759000000,424000000,-2007000000,-1076000000,-2985000000,-20000000,202000000,4182000000,-0.1169
DIS,2011-10-01,1841000000,423000000,6994000000,-3559000000,380000000,0,-3286000000,1647000000,-3865000000,-756000000,-3233000000,-12000000,463000000,3435000000,-0.2005
DIS,2010-10-02,1713000000,391000000,6578000000,-2110000000,-2323000000,0,-4523000000,-181000000,-1536000000,-653000000,-2663000000,-87000000,-695000000,4468000000,-0.154
DIS,2009-10-03,1631000000,361000000,5319000000,-1753000000,9000000,0,-1755000000,-1852000000,-19000000,-648000000,-3111000000,-37000000,416000000,3566000000,-0.1805
FB,2019-12-31,5741000000,4836000000,36314000000,15102000000,0,-8395000000,-19864000000,0,-4202000000,0,-7299000000,4000000,19079000000,21212000000,0
FB,2018-12-31,4315000000,4152000000,29274000000,13915000000,0,-10405000000,-11603000000,0,-12879000000,0,-15572000000,-179000000,10019000000,15359000000,0
FB,2017-12-31,3025000000,3723000000,24216000000,6733000000,0,-24670000000,-20038000000,0,-1976000000,0,-5235000000,233000000,-824000000,17483000000,0
FB,2016-12-31,2342000000,3218000000,16108000000,4491000000,0,-21080000000,-11739000000,0,-8903000000,0,-310000000,-63000000,3996000000,11617000000,0
FB,2015-12-31,1945000000,2960000000,8599000000,2523000000,0,-13628000000,-9434000000,0,-4907000000,0,1582000000,-155000000,592000000,6076000000,0
FB,2014-12-31,1243000000,1786000000,5457000000,1831000000,0,-7195000000,-5913000000,0,-4315000000,0,1571000000,-123000000,992000000,3626000000,0
FB,2013-12-31,1011000000,906000000,4222000000,1362000000,0,-3870000000,-2616000000,-1500000000,-1845000000,0,-667000000,8000000,939000000,2860000000,0
FB,2012-12-31,649000000,1572000000,1612000000,1235000000,0,-6976000000,-7024000000,0,4376000000,0,6283000000,1000000,872000000,377000000,0
FB,2011-12-31,323000000,217000000,1549000000,-606000000,-24000000,-2399000000,-3023000000,-261000000,1026000000,0,1198000000,3000000,-273000000,943000000,0.1441
FB,2010-12-31,139000000,20000000,698000000,-293000000,-22000000,0,-324000000,160000000,506000000,0,781000000,-3000000,1152000000,405000000,0.1441
FB,2009-12-31,78000000,26000000,155000000,-33000000,3000000,0,-62000000,-17000000,9000000,0,243000000,0,336000000,122000000,0.1441
GOOG,2019-12-31,11781000000,10794000000,54520000000,23548000000,-2515000000,-22413000000,-29491000000,-585000000,-18396000000,0,-23209000000,-23000000,1797000000,30972000000,0
GOOG,2018-12-31,9035000000,9353000000,47971000000,25139000000,-1491000000,-11047000000,-28504000000,-6827000000,-9075000000,0,-13179000000,-302000000,5986000000,22832000000,0
GOOG,2018-12-01,9035000000,9353000000,47971000000,-26630000000,-1491000000,-1972000000,-28504000000,-6827000000,-9075000000,,-13179000000,-302000000,5986000000,21341000000,0
GOOG,2017-12-31,6915000000,7700000000,37091000000,13184000000,-287000000,-24294000000,-31401000000,-4377000000,-4846000000,0,-8298000000,405000000,-2203000000,23907000000,0
GOOG,2017-12-01,6915000000,7679000000,37091000000,-13471000000,-287000000,-19448000000,-31401000000,-4377000000,-4846000000,,-8298000000,405000000,-2203000000,23620000000,0
GOOG,2016-12-31,6144000000,6703000000,36036000000,10212000000,-986000000,-21922000000,-31165000000,-10064000000,-3693000000,0,-8332000000,-170000000,-3631000000,25824000000,0
GOOG,2016-12-01,6144000000,6703000000,36036000000,-11198000000,-986000000,-17779000000,-31165000000,-10064000000,-3693000000,,-8332000000,-170000000,-3631000000,24838000000,0
GOOG,2015-12-31,5063000000,5203000000,26024000000,9915000000,-236000000,-15415000000,-23711000000,-13728000000,-1780000000,-47000000,-3677000000,-434000000,-1798000000,16109000000,0
GOOG,2015-12-01,5063000000,5203000000,26024000000,-10151000000,-236000000,-13210000000,-23711000000,-13728000000,-1780000000,,-3677000000,-434000000,-1798000000,15873000000,0
GOOG,2014-12-01,4979000000,4279000000,22376000000,-15847000000,-4888000000,-6997000000,-21055000000,-11643000000,0,,-1439000000,-433000000,-551000000,6529000000,0
GOOGL,2019-12-31,11781000000,10794000000,54520000000,23548000000,-2515000000,-22413000000,-29491000000,-585000000,-18396000000,0,-23209000000,-23000000,1797000000,30972000000,0
GOOGL,2018-12-31,9035000000,9353000000,47971000000,25139000000,-1491000000,-11047000000,-28504000000,-6827000000,-9075000000,0,-13179000000,-302000000,5986000000,22832000000,0
GOOGL,2017-12-31,6915000000,7700000000,37091000000,13184000000,-287000000,-24294000000,-31401000000,-4377000000,-4846000000,0,-8298000000,405000000,-2203000000,23907000000,0
GOOGL,2016-12-31,6144000000,6703000000,36036000000,10212000000,-986000000,-21922000000,-31165000000,-10064000000,-3693000000,0,-8332000000,-170000000,-3631000000,25824000000,0
GOOGL,2015-12-31,5063000000,5203000000,26024000000,9915000000,-236000000,-15415000000,-23711000000,-13728000000,-1780000000,-47000000,-3677000000,-434000000,-1798000000,16109000000,0
GOOGL,2014-12-31,4979000000,4279000000,23024000000,-10959000000,-4502000000,-5594000000,-21055000000,-18000000,-2069000000,0,-2087000000,-433000000,-551000000,12065000000,0.1643
GOOGL,2013-12-31,3939000000,2862000000,18659000000,-8806000000,2525000000,-7398000000,-13679000000,-557000000,-781000000,0,-857000000,-3000000,4120000000,9853000000,0.1427
GOOGL,2012-12-31,2962000000,2504000000,16619000000,-13841000000,0,785000000,-13056000000,1328000000,-287000000,0,1229000000,3000000,4795000000,2778000000,0.1829
GOOGL,2011-12-31,1851000000,1888000000,14565000000,-5338000000,0,-13703000000,-19041000000,726000000,-5000000,0,807000000,22000000,-3647000000,9227000000,0.1874
GOOGL,2010-12-31,1396000000,1282000000,11081000000,-5085000000,0,-5595000000,-10680000000,3463000000,-507000000,0,3050000000,-19000000,3432000000,5996000000,0.1657
GOOGL,2009-12-31,1524000000,1074000000,9316000000,-810000000,-108000000,-7101000000,-8019000000,0,143000000,0,233000000,11000000,1541000000,8506000000,0.1244
HD,2020-02-02,2296000000,251000000,13723000000,2678000000,0,-6965000000,-2653000000,-1070000000,-6685000000,-5958000000,-10834000000,119000000,2133000000,11045000000,0
HD,2019-02-03,2152000000,282000000,13038000000,2442000000,-21000000,-9963000000,-2416000000,-1209000000,-9727000000,-4704000000,-12420000000,-19000000,1778000000,10596000000,0
HD,2018-01-28,2062000000,273000000,12031000000,1897000000,-374000000,-8000000000,-2228000000,-543000000,-7745000000,-4212000000,-8870000000,124000000,933000000,10134000000,0
HD,2017-01-29,1973000000,267000000,9783000000,1621000000,0,-6880000000,-1583000000,-3045000000,-6662000000,-3404000000,-7870000000,-8000000,330000000,8162000000,0
HD,2016-01-31,1863000000,244000000,9373000000,1503000000,-1666000000,-7000000000,-2982000000,-39000000,-6772000000,-3031000000,-5787000000,-111000000,604000000,7870000000,0
HD,2015-02-01,1786000000,225000000,8242000000,1442000000,-200000000,-7000000000,-1271000000,-39000000,-6748000000,-2530000000,-7071000000,-106000000,-100000000,6800000000,0
HD,2014-02-02,1757000000,228000000,7628000000,1389000000,-206000000,-8546000000,-1507000000,-1289000000,-8305000000,-2243000000,-6652000000,-34000000,-531000000,6239000000,0
HD,2013-02-03,1684000000,218000000,6975000000,1312000000,-170000000,-3984000000,-1432000000,-32000000,-3200000000,-1743000000,-5034000000,-2000000,509000000,5663000000,0
HD,2012-01-29,1682000000,215000000,6651000000,1221000000,-65000000,-3470000000,-1129000000,-1028000000,-3164000000,-1632000000,-4048000000,-32000000,1474000000,5430000000,0
HD,2011-01-30,1718000000,214000000,4585000000,1096000000,0,-2608000000,-1012000000,-2027000000,-2504000000,-1569000000,-4451000000,2000000,-878000000,3489000000,0
HD,2010-01-31,1806000000,201000000,5125000000,966000000,0,-213000000,-755000000,-1774000000,-140000000,-1525000000,-3503000000,35000000,867000000,4159000000,0
INTC,2019-12-28,10826000000,1700000000,33145000000,16213000000,-1958000000,-12140000000,-14405000000,-2627000000,-13576000000,-5576000000,-17565000000,0,1175000000,16932000000,0
INTC,2018-12-29,9085000000,1500000000,29432000000,15181000000,-190000000,-12284000000,-11239000000,-3026000000,-10730000000,-5541000000,-18607000000,0,-414000000,14251000000,0
INTC,2017-12-30,8129000000,1400000000,22110000000,11778000000,-14499000000,-1529000000,-15762000000,-8080000000,-3615000000,-5072000000,-8475000000,0,-2127000000,10332000000,0
INTC,2016-12-31,7790000000,1444000000,21808000000,9625000000,-15470000000,2104000000,-25817000000,-1500000000,-2587000000,-4925000000,-5739000000,0,-9748000000,12183000000,0
INTC,2015-12-26,8711000000,1305000000,19017000000,7446000000,-913000000,3167000000,-8183000000,474000000,-3001000000,-4556000000,1912000000,1000000,12747000000,11571000000,0
INTC,2014-12-27,8549000000,1148000000,20418000000,10197000000,-934000000,-1848000000,-9905000000,-235000000,-10792000000,-4409000000,-13611000000,-15000000,-3113000000,10221000000,0
INTC,2013-12-28,8032000000,1118000000,20776000000,10747000000,-925000000,5896000000,-18082000000,0,-2440000000,-4479000000,-5498000000,-9000000,-2804000000,10029000000,0
INTC,2012-12-29,7522000000,1102000000,18884000000,11842000000,-638000000,259000000,-14063000000,-125000000,-5110000000,-4350000000,-1408000000,-3000000,3413000000,7042000000,0
INTC,2011-12-31,6064000000,1053000000,20963000000,10764000000,-8721000000,-3311000000,-10296000000,0,-14340000000,-4127000000,-11100000000,5000000,-433000000,10199000000,0
INTC,2010-12-25,0,0,0,5207000000,0,0,0,0,0,0,0,0,0,-5207000000,0
INTC,2009-12-26,5052000000,880000000,11170000000,-4515000000,-853000000,-2686000000,-7965000000,1893000000,-1362000000,-3108000000,-2568000000,0,637000000,6655000000,0.1044
JNJ,2019-12-29,7009000000,977000000,23416000000,3498000000,-5800000000,-6746000000,-6203000000,-2823000000,-6746000000,-9917000000,-18015000000,-9000000,-802000000,19918000000,0
JNJ,2018-12-31,6929000000,978000000,22201000000,3670000000,-900000000,-11494000000,-3167000000,-1555000000,-5868000000,-9494000000,-18510000000,-241000000,283000000,18531000000,0
JNJ,2018-12-30,6929000000,962000000,22201000000,-3670000000,2304000000,21964000000,-3167000000,6754000000,-5296000000,-8943000000,-18510000000,-241000000,283000000,17777000000,-0.0666
JNJ,2017-12-31,5642000000,962000000,21056000000,3279000000,-35151000000,-12511000000,-14868000000,-1777000000,-6358000000,-8943000000,-7673000000,337000000,-1148000000,17777000000,0
JNJ,2017-01-01,3754000000,878000000,18767000000,3226000000,-4509000000,-42929000000,-4761000000,-2223000000,-8979000000,-8621000000,-8551000000,-215000000,5240000000,15541000000,0
JNJ,2016-01-03,3746000000,874000000,19279000000,3463000000,-954000000,-46118000000,-7735000000,-68000000,-5290000000,-8173000000,-10846000000,-1489000000,-791000000,15816000000,0
JNJ,2014-12-28,3895000000,792000000,18471000000,3714000000,-2129000000,-42037000000,-12305000000,-1844000000,-7124000000,-7768000000,-12260000000,-310000000,-6404000000,14757000000,0
JNJ,2013-12-29,4104000000,728000000,17414000000,3595000000,-835000000,-3538000000,-5307000000,-1593000000,-3538000000,-7286000000,-6091000000,-204000000,6016000000,13819000000,0
JNJ,2012-12-30,3666000000,662000000,15396000000,2934000000,-4486000000,-26353000000,-4510000000,-804000000,-12919000000,-6614000000,-20562000000,45000000,-9631000000,12462000000,0
JNJ,2012-01-01,3158000000,621000000,14298000000,2893000000,-2797000000,-32407000000,-4612000000,-16000000,-2525000000,-6156000000,-4452000000,-47000000,5187000000,11405000000,0
JNJ,2011-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNJ,2010-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
